school,index,title,source,status,difficulty,scope,readme_section,relative_path,duplicate_group,dedupe_decision,notes
上海交通大学,039,图的连通分支数,保研,待补充,待定,,待补充题目,schools/上海交通大学/039-图的连通分支数.md,,keep,
上海交通大学,040,最小面积子矩阵,保研,待补充,待定,,待补充题目,schools/上海交通大学/040-最小面积子矩阵.md,,keep,
上海交通大学,041,Shortest Distance Sum After Removing Nodes,保研,待补充,待定,,待补充题目,schools/上海交通大学/041-Shortest Distance Sum After Removing Nodes.md,,keep,
上海交通大学,042,最小子数组和差,保研,待补充,待定,,待补充题目,schools/上海交通大学/042-最小子数组和差.md,,keep,
上海交通大学,043,涂颜色,保研,待补充,待定,,待补充题目,schools/上海交通大学/043-涂颜色.md,,keep,
上海交通大学,044,阶乘末尾连续零的个数,保研,待补充,待定,,待补充题目,schools/上海交通大学/044-阶乘末尾连续零的个数.md,,keep,
上海交通大学,045,String Match,保研,待补充,待定,,待补充题目,schools/上海交通大学/045-String Match.md,,keep,
上海交通大学,046,Longest Common Subsequence,保研,待补充,待定,,待补充题目,schools/上海交通大学/046-Longest Common Subsequence.md,,keep,
上海交通大学,047,最长ZigZag子序列,考研,待补充,待定,,待补充题目,schools/上海交通大学/047-最长ZigZag子序列.md,,keep,
上海交通大学,048,水杯倒水,考研,待补充,待定,,待补充题目,schools/上海交通大学/048-水杯倒水.md,,keep,
上海交通大学,049,Zero,考研,待补充,待定,,待补充题目,schools/上海交通大学/049-Zero.md,,keep,
上海交通大学,050,走棋盘,考研,待补充,待定,,待补充题目,schools/上海交通大学/050-走棋盘.md,,keep,
上海交通大学,051,数组划分,考研,待补充,待定,,待补充题目,schools/上海交通大学/051-数组划分.md,,keep,
上海交通大学,052,整除问题,考研,待补充,待定,,待补充题目,schools/上海交通大学/052-整除问题.md,,keep,
上海交通大学,053,最长连续递增序列,考研,待补充,待定,,待补充题目,schools/上海交通大学/053-最长连续递增序列.md,,keep,
上海交通大学,054,星期几,考研,待补充,待定,,待补充题目,schools/上海交通大学/054-星期几.md,,keep,
上海交通大学,055,最短路径,考研,待补充,待定,,待补充题目,schools/上海交通大学/055-最短路径.md,,keep,
上海交通大学,056,2的幂次方,考研,待补充,待定,,待补充题目,schools/上海交通大学/056-2的幂次方.md,,keep,
上海交通大学,057,ZIG,考研,待补充,待定,,待补充题目,schools/上海交通大学/057-ZIG.md,,keep,
上海交通大学,058,Prime Number,考研,待补充,待定,,待补充题目,schools/上海交通大学/058-Prime Number.md,,keep,
上海交通大学,059,最低票价,考研,待补充,待定,,待补充题目,schools/上海交通大学/059-最低票价.md,,keep,
上海交通大学,060,质数,考研,待补充,待定,,待补充题目,schools/上海交通大学/060-质数.md,,keep,
上海交通大学,061,最小面积子矩阵,考研,待补充,待定,,待补充题目,schools/上海交通大学/061-最小面积子矩阵.md,,keep,
上海交通大学,062,Day of Week,考研,待补充,待定,,待补充题目,schools/上海交通大学/062-Day of Week.md,,keep,
上海交通大学,063,大数运算,考研,待补充,待定,,待补充题目,schools/上海交通大学/063-大数运算.md,,keep,
上海交通大学,064,阶乘的0,考研,待补充,待定,,待补充题目,schools/上海交通大学/064-阶乘的0.md,,keep,
上海交通大学,065,后缀子串排序,考研,待补充,待定,,待补充题目,schools/上海交通大学/065-后缀子串排序.md,,keep,
上海交通大学,066,Old Bill,考研,待补充,待定,,待补充题目,schools/上海交通大学/066-Old Bill.md,,keep,
上海交通大学,067,二次方程计算器,考研,待补充,待定,,待补充题目,schools/上海交通大学/067-二次方程计算器.md,,keep,
上海交通大学,068,Coincidence,考研,待补充,待定,,待补充题目,schools/上海交通大学/068-Coincidence.md,,keep,
上海交通大学,069,最短距离总和,考研,待补充,待定,,待补充题目,schools/上海交通大学/069-最短距离总和.md,,keep,
上海交通大学,070,正方形数组的数目,考研,待补充,待定,,待补充题目,schools/上海交通大学/070-正方形数组的数目.md,,keep,
上海交通大学,071,简单排序,考研,待补充,待定,,待补充题目,schools/上海交通大学/071-简单排序.md,,keep,
上海交通大学,072,Sum of Fibonacci,考研,待补充,待定,,待补充题目,schools/上海交通大学/072-Sum of Fibonacci.md,,keep,
上海交通大学,073,涂颜色,考研,待补充,待定,,待补充题目,schools/上海交通大学/073-涂颜色.md,,keep,
上海交通大学,074,图的连通分支数,考研,待补充,待定,,待补充题目,schools/上海交通大学/074-图的连通分支数.md,,keep,
上海交通大学,075,Fibonacci,考研,待补充,待定,,待补充题目,schools/上海交通大学/075-Fibonacci.md,,keep,
上海交通大学,076,字母统计,考研,待补充,待定,,待补充题目,schools/上海交通大学/076-字母统计.md,,keep,
上海交通大学,077,旧帐单,考研,待补充,待定,,待补充题目,schools/上海交通大学/077-旧帐单.md,,keep,
东北大学,001,数组对数,考研,已整理,中等,"二分,排序,数学",已整理题目,schools/东北大学/001-数组对数.md,,keep,
东北大学,002,连通数,考研,待补充,待定,,待补充题目,schools/东北大学/002-连通数.md,,keep,
中南大学,001,PIPI数兔,保研,已整理,简单,动态规划,已整理题目,schools/中南大学/001-PIPI数兔.md,,keep,
中南大学,002,最小价值和,保研,已整理,中等,"排序,数学",已整理题目,schools/中南大学/002-最小价值和.md,,keep,
中南大学,003,最小特征值之和,保研,已整理,困难,动态规划,已整理题目,schools/中南大学/003-最小特征值之和.md,,keep,
中南大学,004,地砖问题,保研,已整理,简单,"DFS,搜索",已整理题目,schools/中南大学/004-地砖问题.md,,keep,
中南大学,005,选球问题,保研,已整理,简单,"排序,枚举",已整理题目,schools/中南大学/005-选球问题.md,中南大学-dup-01,remove,
中南大学,006,小镇购物,保研,已整理,中等,"BFS,图论,排序",已整理题目,schools/中南大学/006-小镇购物.md,,keep,
中南大学,007,逃离迷宫,保研,已整理,中等,"BFS,搜索",已整理题目,schools/中南大学/007-逃离迷宫.md,中南大学-dup-02,review,近重复待复核
中南大学,008,可乐购买,保研,已整理,中等,"数学,枚举",已整理题目,schools/中南大学/008-可乐购买.md,,keep,
中南大学,009,淘金,保研,已整理,困难,动态规划,已整理题目,schools/中南大学/009-淘金.md,,keep,
中南大学,010,第几天,保研,已整理,简单,"模拟,数学",已整理题目,schools/中南大学/010-第几天.md,,keep,
中南大学,011,士兵排阵,保研,已整理,中等,"排序,数学",已整理题目,schools/中南大学/011-士兵排阵.md,,keep,
中南大学,012,考试难易度,保研,已整理,简单,"字符串,模拟",已整理题目,schools/中南大学/012-考试难易度.md,,keep,
中南大学,013,奇怪的餐厅,保研,已整理,中等,"排序,数学",已整理题目,schools/中南大学/013-奇怪的餐厅.md,,keep,
中南大学,014,破译密码,保研,已整理,简单,"字符串,模拟",已整理题目,schools/中南大学/014-破译密码.md,,keep,
中南大学,015,回文串问题,保研,已整理,简单,"字符串,双指针",已整理题目,schools/中南大学/015-回文串问题.md,,keep,
中南大学,016,最少钱币数,保研,已整理,简单,"模拟,数学",已整理题目,schools/中南大学/016-最少钱币数.md,中南大学-dup-03,remove,
中南大学,017,水仙花数,保研,已整理,简单,"枚举,数学",已整理题目,schools/中南大学/017-水仙花数.md,,keep,
中南大学,018,最大连续子序列,考研,已整理,中等,动态规划,已整理题目,schools/中南大学/018-最大连续子序列.md,,keep,
中南大学,019,加油站,考研,已整理,简单,模拟,已整理题目,schools/中南大学/019-加油站.md,,keep,
中南大学,020,合并果子,考研,已整理,中等,"堆,数据结构",已整理题目,schools/中南大学/020-合并果子.md,,keep,
中南大学,021,走路还是坐公交,考研,已整理,中等,"BFS,搜索",已整理题目,schools/中南大学/021-走路还是坐公交.md,,keep,
中南大学,022,容易的题,考研,已整理,简单,"字符串,模拟",已整理题目,schools/中南大学/022-容易的题.md,,keep,
中南大学,023,逃离迷宫,考研,已整理,中等,"BFS,搜索",已整理题目,schools/中南大学/023-逃离迷宫.md,中南大学-dup-02,review,近重复待复核
中南大学,024,graph's connected components 2,考研,已整理,困难,"图论,DFS,动态规划",已整理题目,schools/中南大学/024-graph's connected components 2.md,,keep,
中南大学,025,巨人排队,考研,已整理,中等,"二分,排序",已整理题目,schools/中南大学/025-巨人排队.md,,keep,
中南大学,026,单源最短路径,保研,待补充,待定,,待补充题目,schools/中南大学/026-单源最短路径.md,,keep,
中南大学,027,缺失的彩虹,保研,待补充,待定,,待补充题目,schools/中南大学/027-缺失的彩虹.md,,keep,
中南大学,028,PIPI上学路,保研,待补充,待定,,待补充题目,schools/中南大学/028-PIPI上学路.md,,keep,
中南大学,029,最大容量和,保研,待补充,待定,,待补充题目,schools/中南大学/029-最大容量和.md,,keep,
中南大学,030,有序合并,保研,待补充,待定,,待补充题目,schools/中南大学/030-有序合并.md,,keep,
中南大学,031,最小花费,保研,待补充,待定,,待补充题目,schools/中南大学/031-最小花费.md,,keep,
中南大学,032,十六进制转换,保研,待补充,待定,,待补充题目,schools/中南大学/032-十六进制转换.md,,keep,
中南大学,033,回文子串计数,保研,待补充,待定,,待补充题目,schools/中南大学/033-回文子串计数.md,,keep,
中南大学,034,模拟出入栈游戏,保研,待补充,待定,,待补充题目,schools/中南大学/034-模拟出入栈游戏.md,,keep,
中南大学,035,爬楼梯游戏,保研,待补充,待定,,待补充题目,schools/中南大学/035-爬楼梯游戏.md,,keep,
中南大学,036,图的连通分量1,保研,待补充,待定,,待补充题目,schools/中南大学/036-图的连通分量1.md,,keep,
中南大学,037,图的连通分量2,保研,待补充,待定,,待补充题目,schools/中南大学/037-图的连通分量2.md,,keep,
中南大学,038,最短距离,保研,待补充,待定,,待补充题目,schools/中南大学/038-最短距离.md,,keep,
中南大学,039,A+B,保研,待补充,待定,,待补充题目,schools/中南大学/039-A+B.md,,keep,
中南大学,040,切木棍,保研,待补充,待定,,待补充题目,schools/中南大学/040-切木棍.md,,keep,
中南大学,041,机器人走迷宫,保研,待补充,待定,,待补充题目,schools/中南大学/041-机器人走迷宫.md,,keep,
中南大学,042,巨人排队,保研,待补充,待定,,待补充题目,schools/中南大学/042-巨人排队.md,,keep,
中南大学,043,走路还是坐公交,保研,待补充,待定,,待补充题目,schools/中南大学/043-走路还是坐公交.md,,keep,
中南大学,044,加油站,保研,待补充,待定,,待补充题目,schools/中南大学/044-加油站.md,,keep,
中南大学,045,序列求平均,保研,待补充,待定,,待补充题目,schools/中南大学/045-序列求平均.md,,keep,
中南大学,046,堆石子,保研,待补充,待定,,待补充题目,schools/中南大学/046-堆石子.md,,keep,
中南大学,047,好坑的电子地图,保研,待补充,待定,,待补充题目,schools/中南大学/047-好坑的电子地图.md,,keep,
中南大学,048,数字,保研,待补充,待定,,待补充题目,schools/中南大学/048-数字.md,,keep,
中南大学,049,防水堤坝,保研,待补充,待定,,待补充题目,schools/中南大学/049-防水堤坝.md,,keep,
中南大学,050,成绩转换,保研,待补充,待定,,待补充题目,schools/中南大学/050-成绩转换.md,,keep,
中南大学,051,平方和与立方和,保研,待补充,待定,,待补充题目,schools/中南大学/051-平方和与立方和.md,,keep,
中南大学,052,最大连续子序列,保研,待补充,待定,,待补充题目,schools/中南大学/052-最大连续子序列.md,,keep,
中南大学,053,安全路径,保研,待补充,待定,,待补充题目,schools/中南大学/053-安全路径.md,,keep,
中南大学,054,安全密码,保研,待补充,待定,,待补充题目,schools/中南大学/054-安全密码.md,,keep,
中南大学,055,惠民工程,保研,待补充,待定,,待补充题目,schools/中南大学/055-惠民工程.md,,keep,
中南大学,056,好坑的电子地图,考研,待补充,待定,,待补充题目,schools/中南大学/056-好坑的电子地图.md,,keep,
中南大学,057,惠民工程,考研,待补充,待定,,待补充题目,schools/中南大学/057-惠民工程.md,,keep,
中南大学,058,淘金,考研,待补充,待定,,待补充题目,schools/中南大学/058-淘金.md,,keep,
中南大学,059,模拟出入栈游戏,考研,待补充,待定,,待补充题目,schools/中南大学/059-模拟出入栈游戏.md,,keep,
中南大学,060,中南 a+b 问题,考研,待补充,待定,,待补充题目,schools/中南大学/060-中南 a+b 问题.md,,keep,
中南大学,061,防水堤坝,考研,待补充,待定,,待补充题目,schools/中南大学/061-防水堤坝.md,,keep,
中南大学,062,破译密码,考研,待补充,待定,,待补充题目,schools/中南大学/062-破译密码.md,,keep,
中南大学,063,安全路径,考研,待补充,待定,,待补充题目,schools/中南大学/063-安全路径.md,,keep,
中南大学,064,序列求平均,考研,待补充,待定,,待补充题目,schools/中南大学/064-序列求平均.md,,keep,
中南大学,065,小镇购物,考研,待补充,待定,,待补充题目,schools/中南大学/065-小镇购物.md,,keep,
中南大学,066,安全密码,考研,待补充,待定,,待补充题目,schools/中南大学/066-安全密码.md,,keep,
中南大学,067,最短距离,考研,待补充,待定,,待补充题目,schools/中南大学/067-最短距离.md,,keep,
中南大学,068,奇怪的餐厅,考研,待补充,待定,,待补充题目,schools/中南大学/068-奇怪的餐厅.md,,keep,
中南大学,069,水仙花数,考研,待补充,待定,,待补充题目,schools/中南大学/069-水仙花数.md,,keep,
中南大学,070,平方和与立方和,考研,待补充,待定,,待补充题目,schools/中南大学/070-平方和与立方和.md,,keep,
中南大学,071,爬楼梯游戏,考研,待补充,待定,,待补充题目,schools/中南大学/071-爬楼梯游戏.md,,keep,
中南大学,072,graph's connected components 1,考研,待补充,待定,,待补充题目,schools/中南大学/072-graph's connected components 1.md,,keep,
中南大学,073,成绩的等级,考研,待补充,待定,,待补充题目,schools/中南大学/073-成绩的等级.md,,keep,
中南大学,074,切木棍,考研,待补充,待定,,待补充题目,schools/中南大学/074-切木棍.md,,keep,
中南大学,075,回文串问题,考研,待补充,待定,,待补充题目,schools/中南大学/075-回文串问题.md,,keep,
中国人民大学,001,进制转换,保研,已整理,简单,数学,已整理题目,schools/中国人民大学/001-进制转换.md,,keep,
中国人民大学,002,世界杯球队赛程查询,保研,已整理,简单,"字符串,数学",已整理题目,schools/中国人民大学/002-世界杯球队赛程查询.md,,keep,
中国人民大学,003,皇后攻击范围,保研,待补充,待定,,待补充题目,schools/中国人民大学/003-皇后攻击范围.md,,keep,
中国人民大学,004,斐波那契数列,保研,待补充,待定,,待补充题目,schools/中国人民大学/004-斐波那契数列.md,,keep,
中国人民大学,005,统计星号邻居团体,保研,待补充,待定,,待补充题目,schools/中国人民大学/005-统计星号邻居团体.md,,keep,
中国人民大学,006,高精度进制转换,保研,待补充,待定,,待补充题目,schools/中国人民大学/006-高精度进制转换.md,,keep,
中国农业大学,001,求最小五数之和,保研,已整理,简单,数学,已整理题目,schools/中国农业大学/001-求最小五数之和.md,,keep,
中国农业大学,002,数字运算与字符串输出,保研,待补充,待定,,待补充题目,schools/中国农业大学/002-数字运算与字符串输出.md,,keep,
中国海洋大学,001,学生排队,保研,已整理,中等,"数据结构,队列,数学",已整理题目,schools/中国海洋大学/001-学生排队.md,,keep,
中国海洋大学,002,交通规划,考研,已整理,简单,数学,已整理题目,schools/中国海洋大学/002-交通规划.md,,keep,
中国海洋大学,003,计算日期2,考研,已整理,简单,数学,已整理题目,schools/中国海洋大学/003-计算日期2.md,,keep,
中国海洋大学,004,交通规划,保研,待补充,待定,,待补充题目,schools/中国海洋大学/004-交通规划.md,,keep,
中国海洋大学,005,无线网络,考研,待补充,待定,,待补充题目,schools/中国海洋大学/005-无线网络.md,,keep,
中国海洋大学,006,学生排队,考研,待补充,待定,,待补充题目,schools/中国海洋大学/006-学生排队.md,,keep,
中国海洋大学,007,路径解析,考研,待补充,待定,,待补充题目,schools/中国海洋大学/007-路径解析.md,,keep,
中国矿业大学,001,最长公共子序列,考研,已整理,困难,"动态规划,字符串,数学",已整理题目,schools/中国矿业大学/001-最长公共子序列.md,,keep,
中国矿业大学,002,破译密码,考研,待补充,待定,,待补充题目,schools/中国矿业大学/002-破译密码.md,,keep,
中国科学技术大学,001,运动会比赛日程安排,保研,已整理,中等,数学,已整理题目,schools/中国科学技术大学/001-运动会比赛日程安排.md,,keep,
中国科学技术大学,002,最大公约数,保研,已整理,简单,数学,已整理题目,schools/中国科学技术大学/002-最大公约数.md,,keep,
中国科学技术大学,003,螺旋矩阵查询,保研,已整理,中等,数学,已整理题目,schools/中国科学技术大学/003-螺旋矩阵查询.md,中国科学技术大学-dup-01,remove,
中国科学技术大学,004,最大1正方形的周长,保研,已整理,中等,数学,已整理题目,schools/中国科学技术大学/004-最大1正方形的周长.md,,keep,
中国科学技术大学,005,青蛙过河,保研,已整理,困难,数学,已整理题目,schools/中国科学技术大学/005-青蛙过河.md,,keep,
中国科学技术大学,006,数字转换为十六进制数,考研,已整理,简单,"字符串,数学",已整理题目,schools/中国科学技术大学/006-数字转换为十六进制数.md,,keep,
中国科学技术大学,007,让字符串成为回文串的最少插入次数,考研,已整理,中等,"字符串,数学",已整理题目,schools/中国科学技术大学/007-让字符串成为回文串的最少插入次数.md,,keep,
中国科学技术大学,008,火车票订购,考研,已整理,中等,数学,已整理题目,schools/中国科学技术大学/008-火车票订购.md,,keep,
中国科学技术大学,009,小偷的背包,考研,已整理,中等,"动态规划,背包,数学",已整理题目,schools/中国科学技术大学/009-小偷的背包.md,,keep,
中国科学技术大学,010,卷积运算,保研,待补充,待定,,待补充题目,schools/中国科学技术大学/010-卷积运算.md,,keep,
中国科学技术大学,011,马走棋盘问题,保研,待补充,待定,,待补充题目,schools/中国科学技术大学/011-马走棋盘问题.md,,keep,
中国科学技术大学,012,摸球,保研,待补充,待定,,待补充题目,schools/中国科学技术大学/012-摸球.md,,keep,
中国科学技术大学,013,时间间隔计算,保研,待补充,待定,,待补充题目,schools/中国科学技术大学/013-时间间隔计算.md,,keep,
中国科学技术大学,014,小偷的背包,保研,待补充,待定,,待补充题目,schools/中国科学技术大学/014-小偷的背包.md,,keep,
中国科学技术大学,015,任务调度序列,保研,待补充,待定,,待补充题目,schools/中国科学技术大学/015-任务调度序列.md,,keep,
中国科学技术大学,016,进制转换,保研,待补充,待定,,待补充题目,schools/中国科学技术大学/016-进制转换.md,,keep,
中国科学技术大学,017,拆分数字,保研,待补充,待定,,待补充题目,schools/中国科学技术大学/017-拆分数字.md,,keep,
中国科学技术大学,018,因子个数求和,保研,待补充,待定,,待补充题目,schools/中国科学技术大学/018-因子个数求和.md,,keep,
中国科学技术大学,019,十进制转二进制,保研,待补充,待定,,待补充题目,schools/中国科学技术大学/019-十进制转二进制.md,,keep,
中国科学技术大学,020,火车票订购,保研,待补充,待定,,待补充题目,schools/中国科学技术大学/020-火车票订购.md,,keep,
中国科学技术大学,021,岛屿数量,考研,待补充,待定,,待补充题目,schools/中国科学技术大学/021-岛屿数量.md,,keep,
中国科学技术大学,022,最长连续递增序列,考研,待补充,待定,,待补充题目,schools/中国科学技术大学/022-最长连续递增序列.md,,keep,
中国科学技术大学,023,最大公约数,考研,待补充,待定,,待补充题目,schools/中国科学技术大学/023-最大公约数.md,,keep,
中国科学技术大学,024,过河,考研,待补充,待定,,待补充题目,schools/中国科学技术大学/024-过河.md,,keep,
中国科学技术大学,025,栈,考研,待补充,待定,,待补充题目,schools/中国科学技术大学/025-栈.md,,keep,
中国科学技术大学,026,旋转方阵,考研,待补充,待定,,待补充题目,schools/中国科学技术大学/026-旋转方阵.md,,keep,
中国科学技术大学,027,任务调度,考研,待补充,待定,,待补充题目,schools/中国科学技术大学/027-任务调度.md,,keep,
中国科学院,001,最小的没出现的正整数,保研,已整理,简单,数学,已整理题目,schools/中国科学院/001-最小的没出现的正整数.md,,keep,
中国科学院,002,Z字形变换,保研,已整理,简单,"字符串,数学",已整理题目,schools/中国科学院/002-Z字形变换.md,,keep,
中国科学院,003,选择特殊点问题,保研,已整理,简单,数学,已整理题目,schools/中国科学院/003-选择特殊点问题.md,,keep,
中国科学院,004,找出两个有序表中的相同数,保研,已整理,简单,"二分,数学",已整理题目,schools/中国科学院/004-找出两个有序表中的相同数.md,,keep,
中国科学院,005,糖果分配问题,保研,已整理,简单,数学,已整理题目,schools/中国科学院/005-糖果分配问题.md,,keep,
中国科学院,006,字符串压缩,保研,待补充,待定,,待补充题目,schools/中国科学院/006-字符串压缩.md,,keep,
中国科学院,007,矩阵翻转,保研,待补充,待定,,待补充题目,schools/中国科学院/007-矩阵翻转.md,,keep,
中国科学院,008,字符串修改,保研,待补充,待定,,待补充题目,schools/中国科学院/008-字符串修改.md,,keep,
中国科学院,009,判断对称二叉树,保研,待补充,待定,,待补充题目,schools/中国科学院/009-判断对称二叉树.md,,keep,
中国科学院,010,逻辑表达式求值,保研,待补充,待定,,待补充题目,schools/中国科学院/010-逻辑表达式求值.md,,keep,
中国科学院,011,链表反转（不能调库函数）,保研,待补充,待定,,待补充题目,schools/中国科学院/011-链表反转（不能调库函数）.md,,keep,
中国科学院,012,会议安排问题,保研,待补充,待定,,待补充题目,schools/中国科学院/012-会议安排问题.md,,keep,
中国科学院,013,传球可行性判断,保研,待补充,待定,,待补充题目,schools/中国科学院/013-传球可行性判断.md,,keep,
中国科学院,014,Find the Duplicate Number,保研,待补充,待定,,待补充题目,schools/中国科学院/014-Find the Duplicate Number.md,,keep,
中山大学,001,最小值和总和,保研,已整理,简单,数学,已整理题目,schools/中山大学/001-最小值和总和.md,,keep,
中山大学,002,字符串反转,保研,已整理,简单,"字符串,数学",已整理题目,schools/中山大学/002-字符串反转.md,,keep,
中山大学,003,判断字符串的子串是否由相同字符串拼接而成,保研,已整理,简单,字符串,已整理题目,schools/中山大学/003-判断字符串的子串是否由相同字符串拼接而成.md,,keep,
中山大学,004,最大无前缀字符串集合,保研,已整理,中等,"字符串,数学",已整理题目,schools/中山大学/004-最大无前缀字符串集合.md,中山大学-dup-01,remove,
中山大学,005,不连续1的子串,保研,已整理,简单,"字符串,数学",已整理题目,schools/中山大学/005-不连续1的子串.md,中山大学-dup-02,remove,
中山大学,006,最小生成树,考研,已整理,中等,"图论,最小生成树,树",已整理题目,schools/中山大学/006-最小生成树.md,,keep,
中山大学,007,连通性,保研,待补充,待定,,待补充题目,schools/中山大学/007-连通性.md,,keep,
中山大学,008,二叉树,保研,待补充,待定,,待补充题目,schools/中山大学/008-二叉树.md,,keep,
中山大学,009,拓扑排序,保研,待补充,待定,,待补充题目,schools/中山大学/009-拓扑排序.md,,keep,
中山大学,010,字符串匹配判断,保研,待补充,待定,,待补充题目,schools/中山大学/010-字符串匹配判断.md,,keep,
中山大学,011,机器人寻路问题,保研,待补充,待定,,待补充题目,schools/中山大学/011-机器人寻路问题.md,,keep,
中山大学,012,排队,保研,待补充,待定,,待补充题目,schools/中山大学/012-排队.md,,keep,
中山大学,013,循环移位,保研,待补充,待定,,待补充题目,schools/中山大学/013-循环移位.md,,keep,
中山大学,014,括号匹配,保研,待补充,待定,,待补充题目,schools/中山大学/014-括号匹配.md,,keep,
